RepRapFirmware height map file v2 generated at 2022-06-16 22:42, min error 0.293, max error 7.248, mean 3.923, deviation 1.757
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,2340.00,15.00,1744.00,-1.00,200.00,200.00,12,9
  0.633,  0.293,  0.523,  0.568,  0.349,  0.456,  0.417,  0.682,  0.953,  0.926,  0.897,  1.098
  2.844,  2.287,  2.171,  2.218,  2.120,  2.244,  2.647,  3.016,  3.337,  3.489,  3.430,  3.781
  4.414,  3.569,  3.189,  3.040,  3.154,  3.666,  4.061,  4.365,  4.597,  4.584,  4.661,  5.067
  4.984,  3.975,  3.625,  3.677,  4.027,  4.661,  5.261,  5.555,  5.406,  5.301,  5.296,  5.483
  5.823,  4.755,  4.210,  4.244,  4.635,  5.416,  5.946,  6.181,  6.171,  5.846,  5.754,  5.854
  6.283,  5.127,  4.391,  4.355,  4.768,  5.574,  6.097,  6.208,  6.124,  5.895,  5.714,  5.869
  7.248,  5.800,  5.131,  4.763,  4.875,  5.436,  5.830,  5.857,  5.589,  5.387,  5.486,  5.770
  6.749,  5.157,  4.526,  4.177,  3.942,  4.146,  4.117,  4.216,  4.088,  3.782,  4.153,  4.604
  4.049,  2.493,  2.050,  1.944,  1.860,  1.820,  1.695,  1.845,  1.723,  1.500,  1.625,  1.970
